Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Armenia,ARM,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.975441,97.06539154,100.4318695,93.51651764,89.39492798,90.0802536,122.2688599,121.6465607,122.5956802,88.33853149,93.44167328,90.67430115,93.57198334,94.73773193,93.72631836,95.97692871,106.0735321,107.1063766,105.3227921,96.67951965,96.52017212,96.49410248,99.3458786,100.9155731,102.3826904,103.0617065,101.619812,100.0613098,97.32314301,96.62056732,93.80999756,92.9023819,93.80795288
American Samoa,ASM,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,94.34806824,93.75428009,96.98068237,100.4728088,98.83258057,97.66220856,97.47879028,97.35176849,96.63023376,89.97147369,84.53784943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,71.89707947,89.11277771,,87.44055939,87.12168884,94.02984619,94.35365295,91.80371857,90.34789276,,,,,124.4158096,,,,,,,,104.6836319,,,117.2605972,,,,,134.4585571,,,,,,,115.9683228,117.9675522,117.4216385,119.5580597,116.5700226,113.0298386,112.632626,111.8416672,109.8310623,106.8686427,109.1647491,112.0916824,112.1222373,,,,
Australia,AUS,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,112.219841,110.8757706,111.0487976,106.8471909,109.5902405,109.9051514,110.6463699,109.7790375,108.6414413,108.2785187,107.938652,107.457962,106.8357925,106.8887863,105.2595596,105.4483566,105.5296326,105.8787689,106.1615067,106.4546967,106.5823822,106.4200363,106.4099426,106.577179,101.8232498,101.932457,101.6254272,101.7357407,101.8057098,101.5835419,101.4394073,102.5345078,102.8547592,103.302063,103.3979111,103.562561,105.4229813,105.2446289,105.2156296,105.4885025,105.2748795,105.6697235,105.8025818,105.4616013,101.6654892,101.180687,100.6376572,100.3987122,100.1996994,99.90110779,99.92915344,99.13298798,
Austria,AUT,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,102.7379608,103.0920181,102.3104706,101.8235016,101.9749908,101.8714066,103.2527237,101.6510315,101.9288712,102.0517807,101.0167313,100.7959213,100.8837509,100.2432022,99.7468338,101.7884293,99.90621185,99.32711792,98.90083313,98.68006897,99.31751251,101.8003693,103.0905914,102.9137878,102.9258728,102.6428909,101.8876801,101.3451004,101.5409622,101.8693924,102.4710236,102.8107224,102.3844376,102.7364197,102.0874863,102.3108978,102.7716599,102.2662735,101.3613129,100.8355408,100.5583267,100.3351135,100.7460785,100.9703217,101.104393,100.4280777,101.1045685,101.3703003,101.7762909,101.5608521,101.6441193,100.7756271,
Azerbaijan,AZE,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.20748901,98.86100006,98.34942627,96.21324158,97.26132965,95.52696991,94.21665955,94.77120209,94.07247162,95.068573,93.76229858,95.57363129,97.95530701,100.5004501,106.0598907,106.6014862,106.4317398,103.2940979,99.7220993,97.93534851,98.23606873,97.73049927,99.8082962,101.9796982
Burundi,BDI,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,28.2981205,27.33213997,23.89826965,21.61363983,21.47438049,20.96027946,20.68441963,21.81542969,21.82055092,23.3614502,25.1937294,29.09297943,35.71377182,40.61346817,45.0958519,49.34511185,55.56983185,62.89149857,63.96562958,64.22926331,65.35971832,62.74768066,62.58546829,,49.02851868,38.83504105,40.85266113,49.25389099,58.63824844,60.71974182,63.52111816,70.45056915,76.18115997,81.46591949,86.93282318,110.7817001,124.0062485,127.552742,135.5126648,139.4671173,140.3721771,135.6099243,130.2194977,125.4044724,120.0362625,116.1941833,111.1185837,107.7252197,104.9380188,105.1580963,,,
Belgium,BEL,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,107.9709473,107.5507965,101.8589783,104.7274399,105.02005,105.6919022,105.9234695,105.2540283,104.1873703,104.1776428,103.9764862,104.143631,101.7079315,101.4432983,100.7162323,100.2874222,99.91472626,99.43698883,99.0412674,98.75708008,98.87445831,98.69242096,103.1650467,103.3916016,103.5401077,103.3725662,,,101.9677429,102.9073715,103.4266968,103.6053314,103.7769394,103.0394211,103.112442,102.7934036,102.4513016,102.2657318,102.2594604,102.2368088,101.2698898,101.5203629,103.1910629,103.1048737,102.2438278,102.0558624,102.752861,102.5003662,102.1485596,102.06427,101.8211365,102.1769867,
Benin,BEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,32.44102859,35.15684128,38.75009155,37.42213821,43.63027954,45.25617981,47.4104805,48.42736053,54.3536911,55.71966171,57.57361984,61.64379883,63.41648865,61.73965073,62.09386826,60.15689087,60.47084045,59.35329819,58.72455978,49.14538956,55.55595016,58.59518814,63.64702988,64.01473236,67.49485016,69.85073853,73.6989975,76.84107208,77.18003845,80.11121368,87.40750122,92.61058044,96.32888794,100.354599,97.63957214,97.91882324,,110.8881378,116.0826035,117.3839798,119.2399902,123.1633835,124.0610504,124.5222397,127.1211395,125.5545273,121.6062164,117.1167984,112.029892,109.1489182,110.7058868,113.048912,
Burkina Faso,BFA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,12.47834015,12.94009972,13.24378967,13.72941971,14.31986046,14.75564957,15.22484016,15.92838955,16.59816933,17.52895927,18.61768913,20.09477997,21.80161095,23.26602936,25.39413071,27.3821106,29.18946075,29.61224937,30.68861008,31.58204079,32.55765152,33.11457062,34.03466034,35.18989182,37.02685928,38.84354019,,41.0499115,42.1652298,43.09059143,44.6176796,45.40055847,47.7917099,52.43136978,56.95592117,60.65650177,66.19429779,71.74661255,76.24575806,76.89656067,80.19606781,82.41477203,83.68414307,84.897789,85.44702911,87.64746857,89.73152161,91.72036743,89.95511627,87.847229,87.12499237,82.35679626,72.32357025
Bangladesh,BGD,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,53.94593811,50.28892899,63.09469986,74.88262939,72.79637909,76.87738037,78.20088196,72.50292969,70.43634796,68.686409,66.82041931,65.31529999,66.52902222,67.87513733,67.13456726,65.65184021,65.52748871,64.64382935,75.92489624,75.52095795,78.3366394,,,,,,,,,,,,,,,99.95349884,99.97512054,98.18898773,95.1065979,97.62580109,99.73534806,,,,,,,109.1253603,112.4276954,,118.4292374,115.4481807,117.6594575,111.5953844
Bulgaria,BGR,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,101.8155975,99.32292938,97.12866974,94.83342743,91.87114716,92.13159943,92.0663681,93.31439972,93.64749908,94.88150787,96.70417023,99.79788971,101.4127502,102.7561722,104.5434875,105.0121765,107.789093,107.7192383,106.7602081,99.47798157,97.53408813,95.88593292,95.25112152,95.05885315,96.91713715,100.2724533,101.544838,103.4433212,105.1370087,104.7046738,105.3392563,109.6469879,111.6944885,111.7512283,110.920433,108.8231888,106.1049728,104.1575623,102.0619125,101.4006195,101.1202698,100.3630829,98.79118347,99.2496109,99.12722015,98.0771637,97.59429932,96.79232025,96.43988037,96.54376221,95.61109924,95.88851929,
Bahrain,BHR,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,97.54566956,96.52256775,96.50688934,97.83099365,102.7099609,104.6154175,106.3813934,106.6706619,107.1684723,104.3098068,97.87882996,94.43698883,93.01683807,97.31001282,99.68923187,102.1488113,103.106163,104.5544662,104.670311,100.5656815,98.31846619,92.15187836,90.77590179,90.33989716,91.74732208,91.63339996,91.70484161,92.40502167,93.84662628,93.94075012,94.26170349,94.67285156,94.47373962,94.70308685,94.84008789,101.5908813,,,,,96.22496796,99.52385712,105.8744812,105.2414932,102.2143326,102.6988678,100.9250183,98.7649765,98.00469208,,,92.3441925,93.74128723
"Bahamas, The",BHS,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,98.96240997,97.06752014,92.13803864,92.53340149,94.28249359,95.7510376,97.82762146,100.2139816,101.3088226,102.7923889,107.5804672,106.3372269,105.5789032,98.50169373,105.6120605,104.3787689,,,,97.7914505,95.76426697,96.22859192,96.96943665,94.11747742,91.71711731,93.3322525,89.27487183,87.28659058,83.70503235,,,82.86746979,,89.50150299,93.88540649,91.74285889,95.11875916,94.08654022,88.59552765,85.57791901,91.74597168,86.77483368,79.92697144,80.43688202,,,,,,,93.82105255,,77.93193054
Bosnia and Herzegovina,BIH,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.1464386,107.4454727,108.2445602,88.5761795,88.97000885,89.0230484,88.87091064,89.467659,91.17048645,90.99767303,91.38408661,90.63767242,90.16313171,88.8544693,88.24478149,87.82221985,87.23724365
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,98.88545227,98.48670197,98.76802063,99.05400085,99.67799377,99.75559998,98.74920654,97.92089081,97.29624939,98.66026306,100.4437103,102.2772369,103.7836838,105.0935669,105.6278,105.3713837,91.15830994,90.85961151,89.97538757,89.92563629,92.67829132,92.3167572,93.18109894,93.63583374,94.70004272,96.01786041,99.77076721,103.7126999,113.7607193,115.920929,116.3045425,114.076889,104.923172,103.449501,101.1081009,99.3765564,97.7906723,97.49130249,98.1668396,97.606987,96.93097687,95.83457947,94.93016052,95.13053131,96.05220032,97.34745789,97.40283203,96.70580292,95.65020752,94.41906738,94.52954865,94.71196747,94.73578644
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,104.5045776,102.2052612,102.2182312,102.8225479,,104.6166306,108.4348221,111.4116135,,115.5186615,113.4478683,112.7320099,111.34478,113.5974503,111.5172882,106.3862915,107.7957306,108.3652725,108.9508438,112.0709686,115.0876007,115.3815918,117.3513718,120.1385422,121.1305084,122.9723511,120.1889877,,118.3688812,118.1492004,117.5251312,113.3591919,117.9999466,119.636673,119.4764099,119.14534,117.1142273,114.7643738,114.1280289,112.6685181,112.0764618,115.074173,113.4383392,112.721199,113.6075134,115.6479263,114.8181229,113.6626205,112.8055878,110.3082886,105.2839508,99.9364624,96.9522934
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,105.7048264,105.1845779,103.6860504,104.4483185,104.5482025,106.8256683,106.8152466,107.0529785,100.7436218,102.9760895,103.9411469,105.2999115,105.9907837,105.3534012,106.1553574,,,,,,,,,,111.1276779,,125.7051315,,,,106.4163132,106.8320313,108.2058105,108.3333282,108.1818237,107.2443771,,,,108.8851013,107.732338,106.1429977,104.992363,104.4319916,105.5753632,104.3255695,101.2810658,98.29342843,94.08629442,90.48954615,87.71078181,85.42458809,86.30207062
Bolivia,BOL,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,86.87023163,86.53159332,88.06215668,90.52890015,92.6027832,96.89460754,99.0173111,96.13514709,97.07286835,98.53690338,97.37023163,98.8408432,,101.0627136,106.3992386,,103.8098907,110.0086517,,98.84626007,100.6805801,102.0776215,102.1917725,103.1401291,105.2421188,107.5602875,108.7104416,109.8333282,110.7321701,112.5377579,119.1320724,118.0607834,118.5434723,116.6771927,115.9558105,115.1993713,113.5616379,112.7677231,111.6500626,108.0312424,105.4876785,101.7126236,99.22590637,97.71575928,96.23605347,95.82939148,96.19377136,97.05889893,97.71598816,98.23863983,98.69728851,98.85656738,99.59864807,98.93453979
Brazil,BRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,120.1729584,124.8646774,122.9706116,124.1101685,123.0543671,121.6787491,117.8388824,122.8615189,127.5824738,133.9796906,135.2437897,132.2874908,136.2300262,131.5606842,138.0469513,134.2744751,,130.3637085,136.8204651,131.2813568,142.5053864,131.6190643,132.1259155,132.8930359,136.6021271,,,143.4822235,,148.7129517,,,,,,,,,,,,,104.7822266,109.945137,110.3164597,109.1521835,108.757843,109.8085098,108.623291,107.4074707,105.4981995,103.4716797,103.9703217,
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,103.8415527,102.752037,104.2895279,100.6905518,104.7499237,104.8229294,112.2712631,116.9790726,120.6919403,111.559021,112.2131424,111.6001968,111.0309982,114.1195602,112.802002,,,,115.5354233,111.8362198,,106.5372009,,,,,,,102.9012604,101.8348999,102.6352615,101.8858109,103.0135269,101.1278229,100.5650024,101.0436783,100.5610504,101.0436478,100.2956772,100.1458511,100.8106384,,,96.81269073,96.33708191,97.03707123,96.8223114,97.64791107,98.84240723,99.52929688,98.15020752,95.57930756,93.44592285
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,125.1444397,128.3312378,128.1384583,125.5385132,123.6557388,120.1045074,122.2446976,126.6197205,128.3312531,114.2911682,114.405159,116.045723,112.6351013,113.4337082,116.5502472,115.7028885,120.3991318,117.5152206,118.5726318,119.4331284,,105.4666138,101.5131836,99.23284912,97.91522217,96.35768127,96.41648102,96.47470856,100.587532,102.0282288,101.9319229,100.767868,102.5897675,106.5336609,107.6498184,107.5348206,108.0309372,107.8673782,106.2289581,105.5839081,104.9688999,103.9563014,103.4029894,103.3593635,102.2298542,101.6660375,102.4504468,100.1137369,99.00005025,97.61413111,97.53031757,96.2353285,94.56248185,93.48573643
Bhutan,BTN,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,21.11224937,20.95516014,22.38812065,,25.56834984,,30.75716972,33.41204071,33.49515152,37.29293823,47.45798111,52.79669952,55.26187134,58.99665833,60.94958878,60.35686111,55.47832108,56.3213501,58.0662117,,,49.9990387,48.87070084,58.93840027,62.52888107,67.30500031,71.21787262,74.82537842,77.13079071,79.09401703,80.78762817,82.15339661,83.75219727,86.24712372,89.68125916,92.76241302,97.14897156,101.165947,104.5938492,109.0328064,111.8249588,113.1725693,112.4175186,106.1411972,104.0050278,102.4833566,100.9430695,99.73843335,99.28786575,97.96216381,103.8008312,103.0328842,106.0821274,
Botswana,BWA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,67.94030762,62.94898987,63.32106018,68.4141922,71.31580353,76.84931946,79.84335327,84.17690277,86.22501373,89.75821686,94.90775299,97.74497986,98.80941772,100.5862885,101.8547974,103.7657776,104.4582977,105.1367798,105.6095734,106.813179,106.0515213,108.4215622,106.4916077,105.3303223,104.6955109,103.2989197,103.9474182,104.3289719,103.4316101,103.2971191,103.396019,104.5444717,104.7629166,105.0129471,104.9621124,105.3529205,105.8669205,104.8535538,104.2996979,104.5849533,,,101.3336954,100.5648297,97.76047133,97.9927597,,,,,,93.7229538,96.92569455,
Central African Republic,CAF,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,55.10649109,53.98405838,57.08943176,57.17296982,59.57228851,59.15579987,61.7148819,62.00205994,61.96712875,62.27780151,62.80574036,66.1727829,68.84391785,73.47229004,76.74188995,75.85295105,65.76738739,66.93463135,67.30223083,70.08380127,64.02259064,55.41873932,,,,,,,,,69.91114807,61.58094025,60.66175842,52.00109863,57.74819183,57.30334854,66.19764709,76.4764328,78.01685333,79.88538361,79.58644104,79.63977051,,,,89.85050201,110.7114187,,,,,,
Canada,CAN,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,101.9819031,100.494812,99.67626953,99.34819794,100.5827484,100.1719666,99.68119812,99.42008972,99.10482788,99.05168152,98.81006622,104.4929276,104.3546982,104.2279434,103.952919,103.7324371,103.3312073,103.2353287,103.2771378,102.9766617,103.0149078,102.6555786,102.0996323,101.7951431,101.8231888,102.3194427,,98.3821106,98.7014389,99.41776276,,,,99.41900635,98.57967377,99.76029205,99.53569794,98.59528351,99.5911026,99.12026978,98.55587006,99.44071198,99.35105896,99.49904633,99.84114075,98.54702759,98.77420807,99.02101898,97.78842926,97.73841858,96.29308319,96.01157379,
Central Europe and the Baltics,CEB,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,106.8579865,106.8584824,106.2054062,104.8926315,105.389122,104.5588608,103.8004913,103.1148911,102.2084427,100.9645767,99.28147125,97.96221924,98.56751251,98.66596985,98.82692719,98.90609741,98.99446869,99.7193222,99.56226349,98.94747162,97.43993378,96.20485687,96.63092804,97.20001221,97.61530304,97.67430115,99.00183105,100.1950684,101.7902908,101.8067932,101.7947388,102.4471436,102.6223373,102.3545532,102.430069,101.7620316,101.2079926,100.4053726,99.52275848,99.58628082,99.60347748,99.44428253,99.61743164,98.52115631,97.75205994,96.90022278,96.17363739,95.95597839,95.32623291,95.89537048,91.6844635,96.93363953,97.04653931,97.06095886
Switzerland,CHE,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,92.16190338,91.68122101,91.22722626,91.35566711,84.55954742,86.87960052,86.34297943,85.95085144,85.49198151,85.2467804,84.6280365,84.31314087,84.08128357,84.21674347,84.53791046,85.08281708,86.10646057,87.46395874,88.37000275,89.26425171,93.83737183,93.3981781,95.41918182,97.24655914,,104.0251617,103.9474106,104.1527863,103.6061707,104.0014801,104.1575317,104.1528702,103.9190979,104.1238174,103.9565506,104.0876617,103.6348495,103.3929062,102.4821777,102.1306381,102.4377594,102.4708176,102.1559296,101.9025269,101.8333282,101.8372421,101.5930481,101.7317123,101.478241,101.3630676,
Channel Islands,CHI,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,118.9629211,125.9034805,126.6384583,127.3564835,126.9803925,123.8871536,120.0259323,118.6952972,117.8248978,117.5273132,114.4374924,112.2416763,110.0608902,108.3963928,104.8961792,105.0286407,103.4865723,,100.8684464,101.7493973,103.0806732,103.329567,100.7080994,101.0669785,,,101.5035019,79.18821716,104.1065521,105.0607071,101.3635635,,101.286972,101.0617905,105.6278763,105.350502,105.6682205,106.5172806,106.8738708,105.7638931,103.219368,103.1704865,103.3697815,102.0848999,101.9308701,101.7125092,101.5851898,101.3962784,101.5380173,101.1932068,99.70439911,99.36522675,100.1922684,
China,CHN,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,120.3400574,111.9817505,106.8311386,107.8760223,106.1791306,112.1940689,117.5820313,115.5722275,110.8835831,109.9430237,108.8629227,110.8180084,111.8461685,115.2500687,118.2290421,125.6283417,131.474823,134.3261108,131.506958,126.8300018,119.8365021,116.5418167,113.8086319,111.7691269,110.5297012,111.2404633,110.3508606,110.2101288,109.9204712,,,115.9098587,,,,,106.4964294,106.7286606,107.4307404,106.6316376,105.0002136,103.8692627,103.4364395,102.9309082,97.94850159,97.15444183,97.39061737,97.92211914,98.17035675,98.2354126,99.02442932,99.43039703,100.17173,99.32386017
Cote d'Ivoire,CIV,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,54.6450119,56.34096146,56.31137085,57.67633057,58.86014175,59.42810822,59.52368927,64.05679321,69.19927979,73.88562012,76.50209808,78.62342072,79.33648682,78.17899323,74.59581757,70.71456146,67.88018799,65.35047913,64.69612885,66.4160614,66.49255371,65.39069366,65.74159241,65.65354156,68.89672852,69.91557312,70.1818924,71.02388763,71.37371826,72.39187622,70.50180817,71.67494965,71.68865204,67.7177124,,,64.88893127,65.33213806,69.16423035,68.63519287,,77.10758209,79.74378967,80.62490845,82.84934998,85.89230347,90.13424683,91.8170929,92.90189362,93.54521942,94.16091156,92.71938324,94.64894104,101.6504974
Cameroon,CMR,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,90.80058289,88.26069641,88.60626984,89.65370941,91.7194519,92.70549774,91.53218842,92.88526917,93.73699188,94.3509903,96.67565918,98.02999878,101.2378616,99.88490295,100.9798203,101.7440567,103.2985306,103.7773285,100.1136322,99.93305206,97.46833801,91.94257355,,85.26233673,83.12547302,76.11380005,79.64785767,81.79749298,84.31291962,86.59738159,102.0598679,102.1468735,102.5155182,107.3568878,105.3952713,103.8931122,105.7493591,105.91539,107.8100204,109.497612,108.3209763,112.7835388,,113.9956131,116.5681076,116.0836792,110.1458435,103.1733627,105.4506302,107.2646633,108.442749,110.7155075,112.6423264
