Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Armenia,ARM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,18.41951942,,19.49317932,20.97370911,21.97003937,23.49809074,22.85784912,21.50528908,17.94177055,18.20805931,16.00460052,21.63990974,32.29602051,34.51887894,35.33147049,33.65793991,35.85945129,36.66453171,37.08034897,38.33843994,41.8117218,44.43370819,45.99962997,47.37995148,47.74531174,47.82310104,41.4842186,41.62403107,44.41101837,45.46743011,51.74600983,53.59075928,56.16505051,53.30681992,53.30612946,58.75630951,59.80644989,61.18579865
American Samoa,ASM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,19.57364082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.82699013,16.60280991,15.00421047,24.9304409,,,,,,,,,,,
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,16.61016083,17.63017082,18.52555084,19.64018059,21.84693909,23.39292908,24.45277023,24.88801956,25.06074905,25.07018089,24.99951935,25.34386063,25.30271912,26.05714989,26.98534966,28.1948204,29.99563026,30.16947937,31.82328033,32.49428177,34.63415909,37.38890076,38.9267807,64.74490356,66.94922638,71.2437973,75.53331757,79.8077774,,,,,,,,,,,,,,,,,,119.67939,119.6827774,109.993309,103.3220901,109.7595596,110.1392212,112.6882935,106.2407608,
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,11.6728096,13.0324297,14.30945015,15.09234047,15.8289299,17.8592701,18.70344925,19.11268997,19.84404945,20.78749084,21.67654037,21.62155914,22.16938972,23.20953941,25.02153015,26.38293076,27.68074036,29.60707092,31.06666946,32.9034996,34.83153915,38.06856155,40.23593903,42.8672905,46.17290115,49.192379,50.94929886,53.56195068,,,,,,,,,63.80212021,66.19838715,67.99157715,75.04025269,77.26251221,79.54712677,80.96160126,81.0195694,82.25630951,82.8496933,83.83925629,85.86988831,86.32343292,88.7071991,93.94007111,94.51168823,
Azerbaijan,AZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.78945923,19.36459923,19.04788971,19.05771065,19.26004028,19.64731026,20.4384594,21.44042969,23.15973091,25.48320007,27.23686028,28.46706009,28.97249031,32.92218018,36.38547134,39.00960159,41.00178146,41.39075851
Burundi,BDI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,0.154530004,0.154449999,0.157800004,0.231040001,0.232549995,0.287030011,,,0.456050009,0.471729994,0.450749993,0.499190003,,0.566399992,0.586329997,0.647909999,0.63191998,0.738439977,0.738740027,0.693710029,0.770449996,0.802900016,0.847079992,,,,,0.894710004,0.948809981,1.091120005,1.064659953,1.650490046,,2.15647006,2.186569929,2.215150118,2.315710068,2.551769972,2.736040115,3.121239901,,3.842118502,4.628642559,3.861629009,5.39195776,4.090067863,4.437208652,4.698548317,4.200489998,5.223710537,6.286772251,,6.222040176
Belgium,BEL,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,17.42240906,17.69849014,19.41748047,20.22092056,20.38073921,,,24.02985954,25.44536972,25.00329971,24.59185982,26.63908005,27.38608932,28.36018944,31.09391975,31.81633949,33.24792099,34.45483017,36.00259018,37.97227859,39.2387085,,45.47615051,49.27169037,55.46929932,57.4932518,,,56.18629074,56.20183182,56.71488953,58.11008072,59.61246109,62.04114914,62.82033157,63.37173843,62.46184158,62.76420975,64.97984314,66.85788727,67.70340729,69.74906158,71.78411102,74.03972626,76.42394257,77.24350739,80.77381897,79.12374878,79.30448151,79.49960327,82.6882019,83.57364655,
Benin,BEN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,0.128429994,0.234990001,0.424690008,0.681900024,0.659449995,0.713479996,0.944249988,1.039389968,0.919040024,0.996079981,1.364949942,1.618800044,1.748440027,1.804260015,1.865919948,2.241760015,2.128340006,2.069459915,2.209229946,2.023010015,2.32081008,2.196259975,2.000920057,1.953619957,2.034359932,2.054640055,2.513600111,,3.207459927,3.626980066,4.366250038,5.131989956,5.664629936,5.719069958,5.651529789,6.476439953,7.758989811,7.663949966,9.749509811,13.13516998,12.28221989,13.3533802,15.31023979,15.19659042,12.90738964,12.36170959,11.7388401,12.00706005,10.7973299,10.80247974,10.23151016,10.6479702,
Burkina Faso,BFA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,0.039030001,0.04978,0.05906,0.091629997,0.106640004,0.211359993,0.18942,0.227160007,0.231399998,0.213459998,0.276939988,0.419239998,0.488290012,0.522310019,0.572030008,0.590740025,0.617950022,0.660019994,0.739049971,0.747370005,0.69915998,0.935159981,1.09236002,1.066789985,1.110389948,1.066820025,0.977540016,,0.991050005,,1.122230053,1.351220012,1.51733005,,2.160830021,2.274600029,2.420680046,2.944710016,3.281110048,3.367259979,3.943500042,4.367239952,4.602379799,4.922639847,4.926290035,5.426300049,5.856659889,6.346660137,6.93696022,7.683710098,9.36093998,9.730079651,10.16891003
Bangladesh,BGD,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,2.043750048,,2.226259947,2.211240053,2.772579908,,2.225039959,2.493979931,2.071909904,3.062459946,3.108700037,3.107700109,3.820460081,4.852260113,5.347129822,5.485420227,5.351419926,4.607269764,3.922240019,3.82814002,4.329269886,,,,,,,,,5.479310036,5.46036005,6.424399853,6.135369778,6.196889877,5.728839874,6.295829773,7.241710186,7.867129803,8.842450142,10.81634998,,13.57241726,13.66753769,13.65109444,13.65344143,15.59071636,17.40217972,18.53050804,19.70263672,22.80521393,22.5388546,23.40016747,22.8396492,23.77430725
Bulgaria,BGR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,14.40876961,15.75026035,17.44868088,18.23637009,19.09557915,19.4539299,19.85870934,22.13965034,18.32913017,17.13386917,16.20235062,15.73313046,15.44596958,16.14588928,17.37453079,19.1692791,20.92218018,22.41433907,24.58395958,25.57232094,30.48065948,30.35379982,31.81554031,33.44353104,35.82408142,39.68968964,41.80879974,42.1581192,44.08340836,42.33982849,41.04077911,41.42900848,42.85361099,43.69356918,46.22526932,47.79483032,51.24034119,52.6504097,55.00836945,58.35485077,59.82468033,62.16165161,68.20133972,72.98155975,78.29995728,80.63996124,81.22458649,83.13488007,84.75031281,85.53311157,85.30175018,84.12935638,
Bahrain,BHR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,1.387760043,1.334130049,1.327299953,2.06456995,2.057070017,2.006340027,3.302979946,3.121119976,2.70175004,3.225960016,4.680369854,5.645040035,,,9.238050461,8.912010193,7.03387022,10.35614014,,,15.87059975,16.04409027,16.55648041,15.32625008,14.30694962,14.04823971,,,16.90304947,,,,29.35186005,,22.49832916,19.71946907,,,,,46.54248047,47.36331177,42.9303894,44.15161896,43.63837814,43.66530991,45.18643951,48.53865814,53.6918602,56.63399887,70.76303101,77.24449158,71.95929718
"Bahamas, The",BHS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,,,,26.71449089,24.9125309,23.8687191,17.77239037,15.80552959,14.70009995,11.18575954,12.88576984,14.04483986,16.09133911,17.74930954,19.19944954,,,,,,,14.33432007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.81035042,17.20630074,17.40880966,19.21743965,21.41006088,24.66474915,27.6716404,31.39005089,34.59167862,36.37216187,37.24497986,39.77563095,41.87559128,47.26282883,48.98524857,48.62343979,48.66814041,46.41592026,43.15710831,41.59703827,40.88134003,43.57767868,44.63267136,44.98439026
Belarus,BLR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,37.51710892,,,,,35.96638107,,,,37.06674957,38.4157486,39.41131973,41.40097046,43.56074905,45.94787979,47.34592056,47.58692932,47.3447113,46.81576157,47.66545868,46.66680908,43.33198929,43.04193878,41.10897064,39.76305008,43.05181122,43.18207169,46.65322876,49.44207001,51.8044014,54.3443718,56.87300873,59.4798317,60.8694191,63.72211075,66.49044037,69.53462982,70.50710297,75.90174866,82.66927338,91.2559967,98.59739685,101.4243927,99.8547287,98.0328598,94.75534058,91.32614899,84.53964233,80.17201996,76.89089203,73.95913696,70.86756897,67.06204224
Belize,BLZ,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,1.086330056,0.883249998,,0.949909985,1.017230034,,,,,,,,,,,,,,,,,,,,,,,,,,15.09313011,16.98032951,16.18568039,15.59430981,16.05211067,16.87715912,17.88644981,18.74390984,21.97496986,21.44364929,21.42178917,23.87542915,23.85310936,23.86413956,23.27388954,24.31962967,24.77198982,24.64558983,25.0688591,25.70165062,23.51840019,23.7802906,22.7051506
Bermuda,BMU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,,,,,,9.018619537,12.26476002,13.03882027,,,,,,,,,,,,,,,,,,,,,,,,,33.18680954,30.4764595,31.50605965,39.84830856,37.23591995,38.69731903,38.27492905,37.13845825,35.09661102,31.94352913,,22.4178009,22.86447906,,,,,16.99213028
Bolivia,BOL,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,4.766119957,6.048190117,7.134829998,7.810450077,9.20786953,10.19130993,10.14850044,10.38547993,10.65367985,11.07868004,11.31122017,11.08658981,10.94491005,11.03903008,,,10.43118,10.51834965,10.70112991,10.73241043,10.7807703,11.19688988,10.83979034,11.09232998,11.34039974,,11.90404987,,13.46652031,14.69579983,,,,,,,,,,,,,43.23085022,44.33937073,47.1568718,48.43404007,48.33333969,50.02674866,51.19168854,52.62406158,54.57279968,56.83061981,60.39062119,
Barbados,BRB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,3.257200003,4.191810131,5.021049976,5.387629986,,,,,,,13.63790035,17.1072197,,19.07682037,20.19861984,,,,18.27734947,18.22790909,28.65822029,29.77821922,27.39221954,,,,,,35.76231003,41.54360962,40.8927803,,,,,,59.98527145,,74.01435852,68.31182098,65.03822327,,,,,,,,,,,,
Brunei Darussalam,BRN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,,,,1.750769973,,2.066250086,,,,0.923420012,2.561830044,,2.50177002,3.861079931,,,,,5.445059776,5.788680077,6.14812994,,,,10.50224972,12.76134014,13.08417034,13.97023964,13.07991028,12.83129978,13.33026028,13.18511009,13.06254005,13.33804989,14.04769993,15.31420994,14.62870979,17.10199928,22.14135933,24.01582909,31.53484917,30.81328964,31.51206017,34.91167068,31.53529358,31.39821815,32.69832993,30.21812248,33.51196289,38.27321625
Bhutan,BTN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,,,,,0.428660005,0.78004998,0.918110013,,,0.735480011,,,,,,,,,,,,,,,,2.772099972,,,,,,4.869860172,5.109819889,5.536469936,6.573830128,6.290709972,6.571410656,7.696099758,7.595845222,10.34023952,,,,14.77133751,14.87888336,15.90780163,16.85028458,17.70614815,17.52903366,15.02509022
Botswana,BWA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,0,0,0.376980007,0.432920009,0.473949999,0.711979985,0.742240012,0.817409992,0.939520001,1.001049995,1.192209959,1.243469954,1.383649945,1.456159949,1.658280015,1.829409957,2.16305995,2.393980026,,,,4.145249844,,4.956600189,5.405069828,5.060959816,5.393350124,,5.713309765,6.025730133,6.765570164,7.306890011,7.639070034,8.873539925,9.357620239,9.044219971,9.877719879,10.02007961,13.93937969,21.40348053,18.96071053,16.94067001,20.83914948,25.63145065,24.6215992,27.16739082,23.28824997,22.4400692,,22.97429085,24.01279068,22.90464973,22.37685013,21.79083443
Central African Republic,CAF,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,0.085369997,,,0.193800002,0.207800001,0.329250008,0.358559996,0.478909999,0.691919982,0.959360003,0.775600016,1.133180022,0.947520018,1.042000055,1.073160052,1.110790014,1.011190057,1.118450046,1.22747004,1.360460043,1.46942997,1.381549954,,,,,,,1.970540047,1.905940056,,,,1.651679993,,1.085260034,,2.202600002,2.366650105,2.472219944,2.891230106,2.725169897,,,,,,,,,,,
Canada,CAN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,,,46.87879944,,,,,,,,,,71.70519257,,,83.91548157,89.89305115,94.3216095,96.48805237,87.64900208,89.9769516,90.46405792,88.79502106,,58.90084076,59.6460495,58.51911926,,58.41500092,,,,,63.82582855,64.29955292,63.61417007,61.87625885,63.1548996,63.61875916,65.77429962,67.2278595,67.40316772,69.50685883,70.62715912,69.57759857,72.81506348,74.15714264,77.80229187,77.31375885,
Central Europe and the Baltics,CEB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,12.56655025,12.56577969,12.43507957,12.74680996,13.37162018,14.05381012,14.9183197,15.78310966,16.44109917,16.71324921,16.99115944,17.25407028,17.12392044,16.66242981,16.61849022,16.65719032,16.89829063,16.7171402,16.66720009,17.17054939,17.26992035,18.16021919,18.38635063,19.86064911,22.20622063,24.14810944,27.54521942,30.2564106,31.40966988,35.56040955,39.11853027,43.7403717,48.10015869,51.34975815,54.15605927,57.17092896,60.16939926,63.02914047,67.3870163,70.2542572,71.13507843,69.37097168,67.07971191,65.76148224,64.33460236,63.51470184,63.74274826,64.28090668,64.79321289,65.126091,65.59493256,67.22251129,69.61170959,69.53249359
Switzerland,CHE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,10.47947025,11.14451981,11.76051998,12.70081997,13.37271023,14.17072964,15.98353004,16.48638916,17.14105034,17.67487907,18.1698494,18.46216011,18.49394989,19.13932037,20.70714951,21.17719078,22.24420929,23.09655952,23.94611931,25.85166931,27.1697998,28.7010498,30.08443069,31.52386093,32.36309052,33.36391068,,36.51776123,37.89572906,38.11275864,39.22380066,39.960289,43.05054092,44.88051987,45.24652863,46.28477859,47.81555176,49.68888092,50.30345154,52.80406189,53.13528061,54.83562088,56.18124008,58.06505966,60.81856155,61.1939888,62.45972061,64.35339355,66.30934143,68.06764221,71.89392853,74.15267944,
Channel Islands,CHI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,8.339159966,10.46411037,12.87117004,14.45948029,14.01556015,14.13652992,12.39443016,11.92549038,11.62084007,11.09834003,12.48945999,,13.2062397,14.71057034,15.40657997,16.01576996,17.2744503,17.98510933,18.77193069,,,20.82073975,23.65411949,25.87706947,26.70593071,27.33246994,29.23197937,30.22875977,32.18946838,35.5736618,35.43132019,,40.26649857,43.51819992,44.32846069,50.27355957,49.32168961,54.72304916,56.7743988,59.99129105,66.34452057,70.8241806,75.07707214,79.87033844,83.66297913,86.41811371,88.84588623,89.92198944,91.19747925,92.06597137,89.11248779,96.22279358,99.33728027,
China,CHN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,0.127250001,,,0.204099998,0.326719999,0.450859994,0.553709984,0.625360012,0.693790019,1.010139942,1.279260039,2.035589933,,,1.904549956,2.19178009,2.77602005,3.049139977,3.086430073,3.014679909,3.001490116,2.885309935,2.819750071,2.936399937,3.779819965,4.673590183,5.295780182,5.823050022,6.2884202,6.620289803,7.558499813,9.228859901,11.71570969,14.3912096,16.77984047,18.55514908,20.50988007,21.44643021,21.85469055,23.27021027,25.28606987,26.80752945,29.32504082,32.76203156,43.8821907,47.43537903,49.70835876,51.5827713,54.00762177,57.27544022,62.23677826,67.38761902,71.98155212,74.82360077
Cote d'Ivoire,CIV,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,0.988309979,0.994499981,1.158169985,1.189419985,,1.261350036,1.354300022,1.457329988,1.684139967,1.878859997,2.504650116,2.357919931,,2.336189985,2.425879955,,2.913219929,,,,,2.566489935,3.054970026,3.814409971,3.796410084,,5.7365098,,5.793889999,,,,,,,,8.781419754,8.345809937,8.183469772,7.47382021,3.304759979,,8.12195015,8.368300438,8.899279594,9.092769623,9.470000267,,9.912610054,9.7769804,10.23180008,10.62609005,11.1203804
Cameroon,CMR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,0.511189997,0.643599987,0.815739989,0.967079997,1.093359947,,,,1.631559968,1.816210032,1.578259945,1.616780043,1.736709952,1.942710042,2.130280018,,2.382430077,2.544519901,2.535259962,2.890539885,3.189820051,,,,,,,,4.945489883,4.682300091,4.698130131,5.123419762,5.171199799,5.163410187,5.950940132,6.957220078,7.42952013,8.045260429,9.20979023,11.33071995,12.24822998,13.25590038,15.44633007,16.41353035,16.95646095,12.4593401,12.74726963,14.3037796,14.84403992,15.31626034,16.90509033,16.18985939,15.79195976
"Congo, Dem. Rep.",COD,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,0.676440001,0.808390021,0.846629977,0.944620013,1.053990006,1.213979959,1.220980048,1.260349989,1.256060004,1.132009983,1.172479987,1.355319977,1.270709991,1.442420006,1.396350026,1.428799987,1.543650031,1.720759988,1.933779955,2.028399944,2.355149984,,,,2.336400032,,,,1.486240029,,,,,,,4.300089836,4.282830238,5.360459805,6.351630211,,7.694320202,7.80960989,6.549680233,,,6.07901001,,,,6.666920185,,,
"Congo, Rep.",COG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,1.458699942,1.161530018,1.593299985,1.887529969,2.137520075,2.261039972,2.569169998,3.011320114,3.486109972,4.2354002,4.338389874,5.135560036,5.265270233,5.354899883,5.374639988,5.288740158,5.262450218,5.566850185,4.613949776,4.572800159,4.5448699,4.988470078,5.583049774,,,,,,3.679689884,5.255350113,4.211269855,3.769589901,3.802269936,,,,,,5.819240093,,7.919290066,9.073679924,8.570320129,,11.59112453,,12.26163006,,,,,,10.35429001
Colombia,COL,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,4.291160107,4.773749828,5.379419804,5.804450035,6.360640049,7.261859894,7.710609913,8.747170448,9.026450157,9.234230042,9.086660385,10.35536003,10.66215038,11.0733099,11.58353996,11.84086037,12.55459976,13.04475021,13.75436974,14.28880978,14.70044994,15.39898014,16.12048912,16.38138008,17.06706047,17.14756012,18.4493103,21.67609978,24.20474052,23.69676971,25.50968933,26.38125992,26.51309967,,29.50345993,32.25397873,34.36621094,35.47853088,37.94480133,39.50880051,41.52967072,45.28733063,47.46699142,50.74748993,53.17943954,54.79613113,57.14374924,58.39604187,57.32054138,56.66630173,55.73310852,58.31592178,59.29013824,
Comoros,COM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.686200023,,0.605189979,0.604799986,,,0.848429978,,,1.373080015,1.49466002,,,3.400870085,,,,4.53015995,,6.476930141,6.352799892,8.782179832,9.475850105,9.469889641,9.628290176,,,,,,,,,
Cabo Verde,CPV,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.390120029,1.586359978,1.387040019,3.432909966,4.141119957,5.602920055,7.119319916,8.200900078,9.363050461,11.61629963,14.56443977,17.20664024,19.6212101,19.39673042,21.27923012,21.79011917,20.57601929,21.05702019,21.16415024,20.21744919,,,,,
Costa Rica,CRI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,8.594630241,9.399169922,10.10200977,11.15777969,,,,,21.00596046,21.32465935,20.72347069,21.40230942,20.97286034,20.66077042,20.96865082,22.12442017,23.21937943,25.11912918,25.04706955,26.52983093,26.6017704,28.47454071,30.92305946,,,,,,,,,,,,25.99328041,,,,,,,44.93572998,47.31613159,47.84122849,50.75791168,51.65193176,52.13162994,54.4580307,52.86867905,54.71897125,,,,
Caribbean small states,CSS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,4.280869961,4.278679848,4.481269836,4.674930096,4.76240015,5.12033987,5.845739841,6.110429764,6.087870121,6.034699917,5.941959858,5.929369926,6.104869843,5.7073102,5.744589806,5.960490227,6.191390038,6.467050076,6.697929859,7.010799885,7.529709816,8.431969643,8.682559967,8.934960365,9.276240349,9.399259567,9.764120102,10.09080982,10.01924992,10.02369022,12.28124046,13.24116993,14.23087025,15.08302975,16.23197937,15.72379017,15.82376957,17.11034012,18.64842033,19.24490929,20.75205994,20.8052597,22.21904945,21.7770195,22.16459084,22.3489399,22.47924995,,,,,,,
